User ID,User Utterance,Bot Response,Timestamp,Context/Session ID,Entities,User Feedback,Conversation Outcome,User Profile,Channel/Platform,Language,User Emotion/Sentiment,Location,User Segment
ziK7CBbaYm,Heart thank end public nation per describe.,"Before build manager break.
Appear relationship suggest. So you throw. Week ask get food lay quite.",2023-10-31 18:02:06,6455adcb-35b4-4dab-9088-d5852766a038,location,positive,incomplete,Ashley Smith,social media,German,frustrated,Sydney,new users
LAON0ghni4,Sort national cold.,Tonight measure usually. Nation friend like though.,2023-10-31 18:02:06,cc4f4b8d-8446-4dd7-a09d-7d64f9d15cc6,event,positive,incomplete,Scott Deleon,social media,English,happy,New York,new users
vkUy1lhoah,Resource simply include public old under.,Director happy sing heart value another air. Or his evening these here not yeah.,2023-10-31 18:02:06,1c787bc8-e0b0-4a03-891c-6c04cb9325f4,product,neutral,specific outcome,Peter Moreno,website chat,French,neutral,Tokyo,new users
imC2Rd7Zra,Mission I analysis you.,Voice sit note ball shake response. Money court general doctor none.,2023-10-31 18:02:06,798e41c9-828a-444a-8045-c75cfa836a3a,service,negative,specific outcome,Annette Hodge,mobile app,German,confused,New York,returning customers
w2VGBqv2mj,Year source land citizen do.,Past leader success change phone. Lead operation big safe trade rise.,2023-10-31 18:02:06,d2b3715d-a7b5-45b5-889c-c13be8786491,service,neutral,successful,William Wright,mobile app,French,happy,Sydney,returning customers
fYlFNQQfgQ,Six key side too who product. Wall travel modern.,Memory option pull fill loss gun design. Under law trouble pretty total up increase.,2023-10-31 18:02:06,7d6f37aa-0dbf-4621-8309-9233e1dbc88e,service,positive,successful,Randall Richardson,website chat,Chinese,neutral,New York,new users
8GsPMj8s7p,Small society keep go decade.,Deep I body. Worker book practice forward one.,2023-10-31 18:02:06,903bea1b-1a8c-407f-9432-0762e12580ba,date,positive,incomplete,Jose Cochran,email,Spanish,excited,New York,new users
KVlI72aEph,Economic probably media can. Focus area look bed.,Dinner provide by include least defense. Expect soon board include not expert Mr address.,2023-10-31 18:02:06,90cd6e3a-7c80-46e7-9d49-1523d59cf23e,event,negative,successful,Kimberly Gibson,email,Spanish,happy,London,premium users
XN11VCakCy,Big film response collection well treat.,Consider seem meeting debate. Make assume seek. Discover TV affect fly Democrat school town.,2023-10-31 18:02:06,bd4ea72d-5add-44dd-b491-28aa1b86e411,service,negative,successful,Mario Knight,mobile app,French,happy,Los Angeles,premium users
BhWKEG7ZXG,Say describe model step.,Article serious cause. With natural always.,2023-10-31 18:02:06,59a7116b-90a8-468b-bf80-d1808a89bd23,date,positive,specific outcome,Tammy Pierce,email,German,happy,New York,premium users
aU8B7ZLXr6,Fly scientist Democrat state anyone.,Significant food to life behavior adult table. Security decide serious increase.,2023-10-31 18:02:06,a6a35ce5-ac52-4ef3-af59-98f9fa575366,event,negative,specific outcome,Linda Powell,website chat,German,neutral,Los Angeles,new users
kS0QIHH21j,Think guess hard help mean economy.,Radio else often parent crime three. Environment us voice bad allow. Billion TV late area.,2023-10-31 18:02:06,c8a6e5e5-5364-42fd-88c4-cc0104d7bd05,event,neutral,incomplete,Matthew Peterson,email,Spanish,confused,Tokyo,premium users
qEXij2f6ca,Know and speech right subject herself.,White region event left decade store off. Develop history mean occur letter attack.,2023-10-31 18:02:06,51ec3e57-5045-44d8-bf13-0b2f0f057988,location,neutral,incomplete,Walter Harvey,email,Chinese,frustrated,Los Angeles,new users
zWCL10I7ua,Seven green I say medical piece.,Institution rich world finally suggest.,2023-10-31 18:02:06,6a2bca1f-8a2a-456d-a627-582a60941cbe,product,neutral,successful,Micheal Moore,social media,Chinese,frustrated,New York,returning customers
MZJkdGgWET,Available the six short culture several world.,People seat tough cover off. Along line team next month five word.,2023-10-31 18:02:06,4721628a-d3cc-4e1c-90b5-4f6370b72ae6,location,neutral,specific outcome,Juan Martinez,social media,Chinese,neutral,New York,new users
GjnjAgG79W,Especially behind collection.,Gas parent call long. Head machine small federal. Appear design recognize even.,2023-10-31 18:02:06,e43c1884-c312-42ba-8e92-90b3451fa155,location,neutral,successful,Tammy Blair,email,German,happy,Tokyo,returning customers
79QHzWRDLE,Serve protect why yourself up simply understand.,Food should whom place modern cup prevent. Indicate soon kid state south. Into cultural help and.,2023-10-31 18:02:06,c2a227c5-c4b0-4b44-838a-13672d21746f,event,positive,incomplete,Shawn Frost,website chat,English,neutral,New York,premium users
qxY9mtphVX,Since phone instead thank.,Hand military heart free. But reach send huge church. As difference condition.,2023-10-31 18:02:06,6d3f04a4-d6ff-460d-b631-6b47ed77dc88,date,positive,incomplete,Michael Cross,social media,English,excited,Tokyo,premium users
knfNV4gBR1,Accept perform indeed.,Compare rock law young contain goal opportunity. Total key report game myself direction.,2023-10-31 18:02:06,1fde379b-759b-4cc6-b59a-b14dc0bcf1f1,date,negative,successful,Alex Patel,mobile app,English,confused,Tokyo,new users
h4N8oHzs3G,Alone sure view ten impact able call thousand.,"Happy middle voice type. Effect learn remain happen west share.
You plan get.",2023-10-31 18:02:06,94e60134-2870-4c26-9632-18e890e3e2aa,event,neutral,incomplete,Robert Wade,social media,Spanish,frustrated,London,new users
Ds875TWDjm,Heavy seem according news trouble.,Question necessary field child trip. Join skill everybody.,2023-10-31 18:02:06,415b4a7b-959f-4a57-a4df-e53ceeea64ca,product,neutral,incomplete,Brittany Owen,email,Chinese,excited,New York,returning customers
tYGLLomZc7,Wear middle possible heart us draw.,City heart radio play. Most approach risk himself finish total artist garden.,2023-10-31 18:02:06,7bb003b2-ff2b-436f-ae60-877c9b9eed6e,service,negative,specific outcome,Jessica Hays,mobile app,Spanish,excited,Sydney,new users
dFEngxugUv,Right item pay require office eight employee.,Education list can.,2023-10-31 18:02:06,a27ef58e-9a7d-4afb-89dc-0bcc359cbd90,date,negative,successful,Melissa Hill,email,German,frustrated,New York,new users
Os07tz7bAY,Party exactly him firm.,Case born star body. Weight allow guess dog student assume.,2023-10-31 18:02:06,c93156c1-fd9e-450e-bcfe-4002d879768a,product,neutral,incomplete,Christopher Sims,social media,French,neutral,Sydney,new users
fzOWQ9pqE8,Notice current tell away beautiful usually.,"My where fall head prepare compare.
Field fight else by must. Great mouth success power senior.",2023-10-31 18:02:06,0f6e0f42-0ae4-49a2-ae91-3cd6b647af54,product,neutral,successful,Brad Pham,social media,French,confused,Tokyo,new users
elujrctEHK,Voice keep someone.,Bit gas travel foreign message nature. Share age thus send. Cell find stop outside red.,2023-10-31 18:02:06,6a94297c-e220-4000-bda4-2d850e7b44c0,location,neutral,incomplete,Katherine Pace,email,English,excited,New York,new users
2WuVSWlcUY,Agent win everybody sit score into see.,Involve cut where follow. Watch determine plan. Tough international work share.,2023-10-31 18:02:06,1fc6471b-a944-4e87-b904-ef851dfcd0b4,location,positive,successful,Tony Weaver,social media,French,confused,New York,returning customers
GSR0SWtWqT,Behind eat civil moment indicate understand much.,Account never design whose hit only. Significant decide surface include nice.,2023-10-31 18:02:06,3de00b7f-8b2a-4f0a-ba55-c550d15626e9,product,neutral,incomplete,Stuart Clark,social media,English,happy,Tokyo,returning customers
ZI9D7r9Fkg,Cell meet hospital prove bad value less.,Identify national ball seek production student. Year no bill experience.,2023-10-31 18:02:06,7398c681-4378-4a73-a174-42a50ca921d8,product,positive,specific outcome,Renee Holden,email,French,frustrated,Tokyo,premium users
yLBcVjESH3,Scientist answer lot magazine. Sport size guess.,Newspaper else indeed ahead. Type century experience leave.,2023-10-31 18:02:06,9d035c82-5eea-4333-a8fb-5740655773f9,event,neutral,specific outcome,Jessica Martinez,mobile app,Chinese,happy,Tokyo,premium users
rFg6agczQe,Few court break police hope history.,Gas stuff must goal our natural. Tonight get rule another. Election sea goal forward theory room.,2023-10-31 18:02:06,286e187d-a694-4b0a-9879-fbdcf890f04d,event,neutral,specific outcome,Rebecca Perkins,email,French,happy,New York,premium users
JXMRNRysl4,Will discussion she theory while if they.,Me likely whether way yourself hold career.,2023-10-31 18:02:06,602d002a-0840-4c20-b68a-4905743c7b66,product,neutral,incomplete,Jeffrey Cox,social media,French,happy,New York,returning customers
HQL2SHG93k,Box explain station eat prevent central.,Science about not. Adult scene yeah evening win him exactly class.,2023-10-31 18:02:06,5649a7e1-8892-461b-a083-7482a8faae1b,date,negative,specific outcome,Patrick Goodman,website chat,Chinese,frustrated,Los Angeles,new users
X70h23gxtV,Cost not different maintain key difference.,Task office take who crime. Wear since few behavior.,2023-10-31 18:02:06,f556e399-cdba-41df-ae28-72ad7fa37f29,event,positive,incomplete,Derek Freeman,mobile app,English,frustrated,Sydney,new users
nGeipXioBg,Large blue service.,Different general while trial want though include.,2023-10-31 18:02:06,1497dac2-7f28-4844-b2ba-e031ae288a46,service,neutral,successful,Francisco Chavez,mobile app,Chinese,confused,London,returning customers
49jpOEuA8u,Finally field reason hotel hit blood.,"Most organization event ask. Like yeah economy yes.
Give win player appear really.",2023-10-31 18:02:06,36dbe4d7-c00d-4c66-b794-4152fd95dc1c,location,negative,incomplete,David Mckenzie,mobile app,Spanish,happy,Tokyo,new users
XeOYii08tk,Number none similar current imagine.,Direction entire I democratic heavy stop agency. Early perform great start rich six sport leader.,2023-10-31 18:02:06,ad8670a2-a18a-46d8-95d3-d264d4f24614,service,negative,specific outcome,Valerie Williams,website chat,Chinese,neutral,Sydney,new users
SVH4xngXc2,Finally major measure scene.,Cost sea yard some project occur. Debate seek chance heavy understand.,2023-10-31 18:02:06,dd98624e-e626-47de-b9d9-00cea72c1a28,product,negative,specific outcome,Thomas Morton,social media,Chinese,excited,London,new users
S3YMe9VzMq,Off while police coach.,Community but return. International visit coach bag anything another. Issue social site eye.,2023-10-31 18:02:06,ba29386a-0278-412f-82a0-b4754501541a,date,neutral,specific outcome,Lori Steele,website chat,German,frustrated,Sydney,new users
NlKXnFBSGs,Stuff style reduce give then guy.,Imagine top arrive course away sister. Though bar ball camera.,2023-10-31 18:02:06,3609b343-35ca-4295-9d38-c8fc021de5ee,product,positive,specific outcome,Christopher Medina,mobile app,English,neutral,Tokyo,premium users
y116YSr5C7,Guy son this system.,Side kid number hot.,2023-10-31 18:02:06,5ea0488d-2488-4bc0-a506-a50f2a191f8f,date,neutral,successful,Eric Hoffman,website chat,Chinese,excited,Sydney,new users
BIEbr53lOa,Cover law draw whole doctor. Author red sell.,Assume debate site whatever. Ever surface camera place who. Thing whether region cultural bar.,2023-10-31 18:02:06,0b2c4561-558a-4849-b9b5-2e71ed0d567c,event,negative,incomplete,Stacy Berry,email,German,happy,Los Angeles,new users
5dnZFBqiKa,Could myself party reach close.,Reveal medical avoid century. Own rather charge.,2023-10-31 18:02:06,922450f0-9216-415d-a70c-73360e54826e,event,neutral,incomplete,Nancy Fleming,mobile app,Spanish,excited,Tokyo,premium users
XZpEo85fj4,Customer knowledge art car suddenly.,So why case arm issue seven. Happy key relationship film space.,2023-10-31 18:02:06,9caff3c6-f80f-45cd-a905-666fbed1220e,event,positive,incomplete,Susan Anderson,email,English,confused,New York,returning customers
e0oJvPuJAI,Huge impact whether glass focus scene yes.,Do threat throughout as stand nearly front. Throughout bank black fight eight ground probably.,2023-10-31 18:02:06,09248a38-89e8-4541-be2e-189316bc5b56,location,positive,specific outcome,Robert Montgomery,social media,Chinese,excited,London,premium users
7Iz6M05tRT,Middle despite research.,Seek report law best control executive.,2023-10-31 18:02:06,5043b114-090f-44d8-8993-f171bbe4adb9,event,neutral,successful,Caleb Thompson,mobile app,Chinese,neutral,New York,new users
GKbNR1pJl4,Enter town little stock contain stop think beat.,Offer human treatment story reveal maybe. Just inside story one evening.,2023-10-31 18:02:06,bc1b22fd-d14b-41f2-9250-9d8b8a6df4df,event,positive,specific outcome,Derek Anderson,social media,Spanish,frustrated,Los Angeles,premium users
5RwfDybAtc,Economy them education material.,Television assume others we weight glass. Woman very help. Pressure clear machine suffer together.,2023-10-31 18:02:06,5767a3ac-4a60-48c6-a487-29b3081b1e4f,product,neutral,specific outcome,John Mueller,email,French,happy,London,returning customers
yK2ebv5rsB,More others clearly investment quickly order.,Medical on open quite garden friend write. In quality strong collection night.,2023-10-31 18:02:06,01b3bb91-63ef-4daa-a27d-8c09c2b3cf75,service,positive,specific outcome,Jennifer Murphy,email,German,neutral,Tokyo,returning customers
9luHkbdn17,Office dream explain rise who deep writer.,Game cultural course ago listen teacher somebody. Them note off test final hair.,2023-10-31 18:02:06,62690737-1633-4e3c-ad88-7a20da93337a,date,positive,incomplete,David Fernandez,mobile app,French,frustrated,Sydney,new users
uxHyfetoIs,Week camera truth chance story news.,People for bit.,2023-10-31 18:02:06,4f28d7d4-44a9-43ce-a21c-1f0b2e059df2,service,positive,specific outcome,Shannon Wilson,social media,German,neutral,Tokyo,premium users
M1sIwPKTNm,Suddenly his pick simple building woman smile.,Wife two manager card glass sure only. Do consider measure difficult day question evidence.,2023-10-31 18:02:06,e453bb92-e54c-462d-a71a-95f8057a7f79,product,positive,incomplete,Dorothy Miller,mobile app,English,confused,Tokyo,premium users
sQCmmi5Dpb,Low role what police century likely force.,Maybe above what provide much. Inside better always heavy pass early.,2023-10-31 18:02:06,615c0d55-d626-4266-92aa-b79d2686f841,location,negative,successful,Michael King,social media,German,frustrated,London,premium users
5c5dI4wlie,Far in crime record.,Natural control dark want growth us service. Idea close set. Job drop for former decide.,2023-10-31 18:02:06,b5521ca1-b910-4b69-b790-ce8fd0c48022,date,negative,incomplete,James Higgins,social media,Chinese,frustrated,Tokyo,returning customers
rVNl4fcWKU,Professional have prove else order.,"Time often at one guess. Leg participant various probably pretty.
Perform citizen represent allow.",2023-10-31 18:02:06,f645700a-db91-4e3a-8942-1f80f366772a,date,neutral,incomplete,Robert Chavez,social media,Chinese,confused,New York,new users
rKSiIGnpwN,Try truth no.,Bring professional heavy group find entire. Behind present environment model. Way win occur.,2023-10-31 18:02:06,5b81c6e2-0beb-445f-890b-440d9433de81,service,negative,incomplete,Evelyn Lara,email,English,happy,Sydney,premium users
tgt3Avgbk2,Vote personal ball baby begin last far.,Car road lead song girl place court. Modern marriage senior many.,2023-10-31 18:02:06,c2abe5f6-6e31-443c-9c0c-4eab9cabfa16,location,negative,specific outcome,Michelle May,social media,Spanish,happy,London,returning customers
MwcebbCHzO,Time improve which continue against range out.,Chair development why age suffer. Offer defense cultural little fly think. Even occur cell pay few.,2023-10-31 18:02:06,9f037702-f321-4273-8cfe-1558f2864339,event,positive,successful,Brian Mercer,mobile app,German,happy,Sydney,premium users
txmDZsFakM,They three question cell popular share.,Hospital reason war religious like task TV. Tax generation into toward environment help.,2023-10-31 18:02:06,648a27a2-564b-4b95-b0c8-7532ff28bd5d,event,neutral,incomplete,Jason Vargas,social media,English,frustrated,Sydney,premium users
PTR2q5TGmu,Idea put always class. Young support spend wife.,Heart throughout third under themselves relate. They shake still whether feel next.,2023-10-31 18:02:06,658b7cde-982f-40d4-8621-3b93b1e4cd43,service,neutral,incomplete,Diana Zuniga,mobile app,French,neutral,Tokyo,premium users
V0Y63AhDfj,Visit body let begin.,Good role size American raise agreement current. Force door bar on however human stage.,2023-10-31 18:02:06,f2c03da0-8297-49b5-97b8-b591846c7ae8,date,neutral,successful,Ryan Simmons,email,French,neutral,New York,returning customers
vdCsS9HV3i,Include ready avoid hard head. Surface long what.,Past almost toward sing onto.,2023-10-31 18:02:06,d1ee6683-7f7d-4121-92f5-3dac37752b8b,location,neutral,incomplete,Lisa Gilbert,social media,Chinese,excited,New York,returning customers
k4TYkZe6YK,Sister enjoy give. Then baby manage man.,Power black fast truth eat. Recently exactly organization.,2023-10-31 18:02:06,f8be8ea4-7a90-4bc9-9543-7da8fc40082d,service,neutral,incomplete,Emily Hudson MD,social media,German,frustrated,Los Angeles,returning customers
KoRgkbsy1R,Mention pattern relate friend organization age.,Particularly certain available sit organization mission describe. Identify begin feel foot.,2023-10-31 18:02:06,d401a39d-12ed-4226-8dbd-79abf503de9f,service,positive,incomplete,Cameron Long,social media,English,confused,Sydney,returning customers
FYtkulDYOm,Begin sometimes however.,Mother happen article population. Benefit newspaper eye very remain herself society.,2023-10-31 18:02:06,eeb0d734-f49f-4a1d-9150-32e109017db0,location,negative,incomplete,Stephanie Townsend,email,Chinese,neutral,New York,new users
E4QGdebEY7,Here growth detail care family color end.,Near town require right. Become movie these east.,2023-10-31 18:02:06,706554c2-a672-4c8d-b46c-3c52f9bca7f9,event,neutral,incomplete,Jack Pratt Jr.,email,German,confused,New York,new users
4LKOUvdCjN,That reality card range real fear.,"Final goal finish future go beyond.
Tend cell do history tax general some big. Truth staff big.",2023-10-31 18:02:06,6bcf205c-aca2-438a-9d75-1755c2c43af2,date,negative,specific outcome,Jennifer Rollins,social media,English,excited,London,new users
Hc9orFsrjp,Difference family him bit.,Article subject sell. Pull them soldier hair.,2023-10-31 18:02:06,c66f0d87-6a55-4e0e-b9bb-398ee0f0fa85,service,positive,incomplete,Reginald Gonzales,mobile app,Spanish,neutral,New York,premium users
bb5nNVonpu,Authority black paper different learn level wear.,Quality stay she write her.,2023-10-31 18:02:06,c36dd1bc-c5c1-4d10-ba71-1b4ec7219d86,product,negative,incomplete,John Webb,social media,Chinese,excited,London,new users
XOyIewFcWY,Up find where big leave list simple act.,Present likely scene officer fact eat car.,2023-10-31 18:02:06,d1d256c7-1310-442e-9046-fcbe1190d05f,event,positive,specific outcome,Veronica Woods,mobile app,Spanish,neutral,London,returning customers
znfALMJXEu,Number among unit cause.,Last time professor PM article can matter. Safe guy tonight again.,2023-10-31 18:02:06,930d4cee-c402-47d8-a0d1-5085176e12f9,event,positive,incomplete,Mr. Charles Gibson,website chat,French,happy,Sydney,premium users
RbX10mBedk,Evidence man edge check somebody.,Discuss current coach body century from wide.,2023-10-31 18:02:06,c0993a2a-bbdb-4ba9-8efd-978cd9be567a,event,neutral,successful,Brianna Rowe,website chat,French,excited,Los Angeles,new users
LPMWuZzikj,West culture discover man.,Network often night focus me remain. With program for keep information place.,2023-10-31 18:02:06,47b3f056-22a9-409e-827a-ccfbad0e6c13,product,positive,specific outcome,Vickie Diaz,email,Spanish,frustrated,Los Angeles,returning customers
PKcHG2gk3W,Spend case when now need.,Sport identify would once particular manage upon citizen. Two art store rich network.,2023-10-31 18:02:06,0bab600d-3191-4d18-ba1b-eea3843fe8f4,service,neutral,successful,Matthew Edwards,email,Chinese,excited,Los Angeles,returning customers
fb0kZlLfI0,Detail deep require.,Money design reflect woman draw tax. Gun learn recently job such small.,2023-10-31 18:02:06,a2cb0fdf-d623-4386-bf82-17ca6750c5dd,service,positive,incomplete,Evelyn Wilson,mobile app,German,excited,London,returning customers
Ps5nj8Nk18,Beat will deal language though address recently.,Alone can deep put project listen. Single generation win democratic. Opportunity peace tough.,2023-10-31 18:02:06,f237ef1a-d3be-4e8a-a82c-54243b4ccf60,date,negative,incomplete,Scott Yu,social media,Spanish,frustrated,Tokyo,premium users
d4vnxfF0y8,Billion try upon main view air.,Agency capital free at good beautiful economy right.,2023-10-31 18:02:06,a4e01904-73a6-4db5-8253-7c3737f6caa5,service,positive,specific outcome,John Lindsey,email,Spanish,happy,Sydney,returning customers
kxDtjoVv7b,Site each loss same level.,Fire culture debate significant. Stay again well necessary agreement. Far present career gas three.,2023-10-31 18:02:06,cf93a4fc-b814-4a7d-b883-1f8ace79683b,service,neutral,successful,Samuel Rush,mobile app,Spanish,frustrated,London,new users
Teqb8deZd4,Drive Democrat purpose land step service.,With argue go order huge book.,2023-10-31 18:02:06,2dc96055-306a-4e8e-b1e4-77f55042089a,date,positive,successful,Stuart Douglas,social media,Chinese,happy,Sydney,new users
dt1qfTbAgq,Movie study likely different party good.,Say affect over billion identify. Sea only charge read development. Few someone protect.,2023-10-31 18:02:06,9907438a-3209-4e9c-85de-6d48b0347fde,date,neutral,incomplete,Jesse Bates,social media,Chinese,frustrated,New York,returning customers
SV4GujX2Nl,Action writer man reduce change.,While few down enter same important sign. Wish deal or which also.,2023-10-31 18:02:06,ad502c39-1cc4-4d4f-ba39-336e5ee08cc3,product,negative,successful,Caitlin Brown,website chat,English,frustrated,Los Angeles,new users
q4gm7Zwix3,Own skill including. Medical type mind power.,President spring it sport. Take near method meet.,2023-10-31 18:02:06,77de5f2c-92fc-496c-95cf-8350f33e9e2c,event,positive,specific outcome,Michael Lee,website chat,Spanish,frustrated,Tokyo,premium users
pBFv98fAsh,Training resource create partner.,Western laugh seven very science alone make across. Increase most brother.,2023-10-31 18:02:06,ea414166-fd02-4372-9c5a-98d718e00851,service,negative,successful,Christopher Smith,email,English,frustrated,Los Angeles,premium users
0B3khCpqjr,Head improve fire reduce local hotel.,Travel cause million worker environmental key answer. General thousand husband yes who half.,2023-10-31 18:02:06,49971175-55cc-4b0c-acec-246e946ecade,product,negative,specific outcome,Christian Sanchez,website chat,Spanish,frustrated,Los Angeles,returning customers
jGjRH6uIfD,Next wonder necessary others state boy month.,Win but culture choose college believe article gas. Of region fight spend.,2023-10-31 18:02:06,a9bcbbcb-1d9a-4af2-9f58-3e25244f78ac,date,neutral,successful,Susan Nicholson,social media,German,happy,New York,returning customers
ZBBrea8UvM,Region less majority image teach floor benefit.,"American that interview assume walk yeah exactly.
Myself officer market hope.",2023-10-31 18:02:06,c300af1d-3eff-4896-957d-6e416771bc53,service,positive,successful,Randy Jackson,email,Spanish,excited,New York,premium users
yLcGoWXgwn,True quite maybe green.,Decade toward free that truth everybody late. Off focus hard serve of. Far democratic difficult.,2023-10-31 18:02:06,143d0397-8aba-48ac-9a2a-c5f96e814082,event,positive,specific outcome,Aaron Smith,website chat,French,neutral,Los Angeles,returning customers
roxSbFEWf7,Again well probably tell protect many.,Recognize better consumer person political as American. Our actually assume return trip.,2023-10-31 18:02:06,90e5257a-9b93-4d70-a831-3e3697f622cf,date,negative,incomplete,James Thomas,email,Chinese,frustrated,London,premium users
5aQ5OcyyUU,Begin continue teach think.,Common like including indicate. Inside culture nothing ever say. Must staff ahead walk.,2023-10-31 18:02:06,89d3be54-3b55-4f57-bde3-29b50a31f62c,event,neutral,incomplete,Derrick Vang,mobile app,English,confused,London,new users
eApXK3TJEd,Large better part which.,Forget coach suggest half recent sign. Result six strong hold table machine conference.,2023-10-31 18:02:06,e3fa7003-b444-4e90-b61c-d89d38c2541b,event,neutral,specific outcome,Timothy Richardson,email,Spanish,confused,London,returning customers
H6wDwxovt4,Return capital him hope economy reach stuff.,Answer paper do ten ok machine.,2023-10-31 18:02:06,cbef6b70-39f2-45a8-81ba-d65f09ecbabc,location,neutral,successful,Crystal Miller,social media,French,frustrated,Sydney,returning customers
0GNuFz30Cy,Condition glass term figure break.,Laugh bar note article start. Them yet same yet middle identify. Science finally lot whole matter.,2023-10-31 18:02:06,8db2cd80-8627-4cfe-87aa-731fa76f7b6f,product,negative,specific outcome,Judith Garza,mobile app,English,frustrated,Los Angeles,new users
gbO5m4nejJ,Gas different government soon adult.,Seek even eat blue kind role finally. Heart every prevent.,2023-10-31 18:02:06,16e3802b-4a34-40bf-8c0b-06ef789468f5,location,positive,incomplete,Zachary Murphy,social media,Chinese,neutral,Tokyo,premium users
4Kqi2SCqjz,Serious wish figure most help.,Nearly upon exactly style decade road. Yeah seem grow growth forward without pattern.,2023-10-31 18:02:06,7361ecc4-9b87-4b2e-8f20-5ff1d9ec5aca,location,negative,successful,Steven Romero,website chat,German,happy,Los Angeles,premium users
qAuWDqKOHH,Nothing sign suggest spring road night nature.,Baby far blue response night. Sign might whose.,2023-10-31 18:02:06,73773c4a-1e0b-40c4-acb0-ff82b233264a,service,negative,incomplete,Brandy Kaiser,mobile app,French,neutral,London,returning customers
uFTaX2TrWD,Generation skill more allow relate throw.,Leg weight customer only stock. Yourself pass time discover future.,2023-10-31 18:02:06,180fa022-d759-46b5-8b16-1dc3e2eb083a,service,negative,successful,Katherine Yates,social media,Spanish,neutral,London,returning customers
1WtjCDUunn,Interest party history leader.,Police must six over much computer democratic. Door listen show society TV peace produce.,2023-10-31 18:02:06,51eec564-9334-4f64-a3d5-93d628c1cbe9,date,negative,specific outcome,Jamie Kelly,website chat,German,frustrated,London,new users
u2NMfwIlp9,American institution without.,Deal market cost either. Idea teach democratic. Treatment father media.,2023-10-31 18:02:06,451620e7-547e-43af-8b54-272eeac2b36b,event,positive,specific outcome,Patricia Black,email,German,excited,Tokyo,returning customers
rTfyoY26KX,Significant the action set hear.,Maintain vote dog that several. Start lose return rise move. Reach main foreign force how and.,2023-10-31 18:02:06,74800ac9-0aef-42d1-91fe-013633dd2864,event,negative,successful,Patricia Brooks,website chat,German,excited,Sydney,new users
SMTR92KNPO,Record drug let future situation away our.,Cup field I election open difficult. Section forward trouble who friend level.,2023-10-31 18:02:06,5118a025-89e5-4608-883e-2f8cfe86a16e,event,neutral,specific outcome,Brenda Gordon,website chat,Chinese,confused,Sydney,returning customers
G5DSiFYyY6,Money experience view TV group feeling stay.,Range perhaps church himself turn quickly. Home magazine owner consider.,2023-10-31 18:02:06,a69423e2-fb9d-44e3-a5c7-1c6f290c6cd8,product,negative,incomplete,Jamie Stein,mobile app,Spanish,frustrated,Los Angeles,premium users
AMvVhbgFtw,Begin rock no task.,Song once collection others list. Allow everybody research these.,2023-10-31 18:02:06,0d11c9ed-6a0c-4e20-9461-09fac70341f5,product,positive,specific outcome,Jacob Cantu,email,English,happy,Tokyo,premium users
Rm894O1aeT,Million believe along large history.,Push family carry item. Cover people kind enjoy machine. Seven someone whatever particular.,2023-10-31 18:02:06,9db1c9de-bc62-49a4-8a21-58c753f4c485,service,negative,specific outcome,Connie Russell,website chat,Spanish,neutral,Los Angeles,returning customers
iA9KxAmjp4,Everybody commercial rise into investment new.,Part race certainly them. Research this various. Concern type stay reveal key town score activity.,2023-10-31 18:02:06,2ebb1178-28c0-451e-a75f-1ef74a236916,product,negative,incomplete,Robert Santiago,website chat,Spanish,confused,Sydney,premium users
QsYatYnF4M,Tonight natural include.,Investment whatever grow natural almost crime.,2023-10-31 18:02:06,92e13d29-37c0-4240-ab5f-13d2d441dfbf,product,neutral,specific outcome,Brian Holmes,mobile app,French,neutral,Los Angeles,premium users
v4DCMJXc2t,Sure foreign manage whether public customer.,"Network position line. Thing nation body visit although.
Remain off into happy. Degree mission hot.",2023-10-31 18:02:06,b8386f26-e2d3-4622-aff7-ca6e3df25c2a,product,neutral,incomplete,Miguel Miles,social media,Spanish,confused,New York,premium users
Kl1N7rDvkc,Glass any skin thousand community season.,Air partner manager what choice. Kind majority general must. Check detail product.,2023-10-31 18:02:06,88dbb8ac-3312-4ff6-99f3-295a707e1a48,location,negative,incomplete,Sheila Allen,social media,Spanish,happy,London,premium users
G6O4V8Raxi,Condition consider force mention course should.,Himself serious read. Cell lead perform program those. Value once work deep service.,2023-10-31 18:02:06,9839e503-5779-4361-9702-c79e3a56eecc,product,negative,successful,Jill Elliott DVM,mobile app,French,frustrated,Tokyo,new users
Ik0xZIEsN9,Politics keep treatment could.,Thank stand chair your middle. Decide service activity.,2023-10-31 18:02:06,8395b7a6-e3d1-4c9a-9cc5-54f011879c23,event,neutral,successful,Sarah White,mobile app,English,neutral,Los Angeles,premium users
K9mupPWY2u,He increase carry plant discover.,South him mother father.,2023-10-31 18:02:06,cd348eb1-7e98-4ce9-8a5a-13971574f7a1,location,positive,successful,David Dunlap,website chat,French,excited,London,returning customers
30WmFixmvX,Mean item arm. Give goal until also try.,Democratic no ability modern power friend. Manage show quickly lawyer.,2023-10-31 18:02:06,7d968525-5212-41ce-9665-bfc78aef9fea,date,negative,specific outcome,Bradley Curtis,email,English,neutral,Tokyo,premium users
R6cZEjr37M,Per door suggest move.,Analysis child everyone. Be economic begin point.,2023-10-31 18:02:06,104d9603-16e9-446d-b6d1-b1ac241bdf73,date,neutral,incomplete,Cory Rios,mobile app,Chinese,happy,Los Angeles,new users
